location,dept,below 0,0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,above 100
TN WHITE HOUSE,82,980.1808252427185,917.85,871.7,863.030303030303,830.5454545454545,879.421052631579,900.8461538461538,864.0666666666667,889.2222222222222,1003.0,NaN,943.8571428571429
WA Thunder Basin,17,706.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,46,685.3775743707093,735.5666666666667,751.2222222222222,727.08,716.28,723.3235294117648,743.25,714.3269230769231,735.1555555555556,715.0877192982456,699.6938775510204,740.969387755102
NV TUSCARORA,51,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,92,3132.5981595092026,3083.777777777778,3229.8,2950.5,2804.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,18,586.1612483745123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,1,2267.3637532133675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,40,6776.410896708286,6436.684210526316,6810.071428571428,6782.307692307692,6786.363636363636,6967.375,6803.25,6656.333333333333,6756.0,NaN,7055.0,NaN
TN WHITE HOUSE,83,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,59,125.44895833333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,22,1774.1006711409395,1610.3529411764705,1614.5,1640.235294117647,1704.047619047619,1571.68,1773.1818181818182,1750.3243243243244,1652.2083333333333,1795.0357142857142,1732.8636363636363,1740.0961538461538
NE IMPERIAL,41,4.0698856416772555,4.5,6.2727272727272725,4.583333333333333,3.3333333333333335,4.666666666666667,7.0,10.333333333333334,NaN,NaN,5.0,NaN
WA Thunder Basin,19,205.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,23,3964.963087248322,4126.117647058823,4144.222222222223,4356.411764705882,4086.904761904762,4351.64,4143.121212121212,4262.621621621622,4198.125,4144.964285714285,3849.2727272727275,3767.653846153846
AK SALCHA ALASKA,2,6535.249357326478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,93,94.19120654396728,93.88888888888889,105.0,102.5,112.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,20,1579.2894461859978,1846.0,1610.0,1570.3333333333333,1773.5,1703.0,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,52,75.60375391032325,48.0,NaN,52.0,57.0,NaN,43.0,NaN,NaN,NaN,NaN,70.5
UT Mammoth-Cottonwood,77,70.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,94,77.03879310344827,55.0,28.4,67.0,108.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,78,0.4444444444444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,67,1781.1328671328672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,42,557.5925085130533,644.578947368421,661.3571428571429,668.3076923076923,679.0,651.5,682.75,632.6666666666666,636.0,NaN,734.0,NaN
MT GINGER MONTANA,21,980.5391849529781,971.0,1040.0,1016.6666666666666,997.5,1049.0,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,85,121.83373786407768,142.6,127.46666666666667,134.72727272727272,144.45454545454547,128.3684210526316,128.76923076923077,141.2,140.44444444444446,147.0,NaN,150.28571428571428
AK Granite Crk,71,327.965034965035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,3,2251.492287917738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,80,1209.990909090909,1087.0714285714287,1117.8823529411766,1156.4782608695652,1082.5625,1229.6315789473683,1161.2857142857142,1263.8333333333333,1134.0,1285.0,1197.0,NaN
LA ROBSON,24,812.251677852349,831.7058823529412,849.9444444444445,909.5882352941177,860.6190476190476,825.0,769.6363636363636,834.3783783783783,769.0,792.2857142857143,734.0454545454545,769.5769230769231
AK SALCHA ALASKA,4,2766.332904884319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,54,6.001506024096385,7.5,NaN,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.0
TX HEBBRONVILLE,49,0.3188405797101449,1.3333333333333333,1.3333333333333333,0.8333333333333334,1.25,1.0,1.3846153846153846,1.0,1.6,1.8461538461538463,1.0,1.1904761904761905
GA EDISON,81,1276.6575757575758,1220.5,1265.1176470588234,1245.391304347826,1242.125,1247.421052631579,1230.857142857143,1268.6666666666667,1218.4,1266.3333333333333,1290.0,NaN
MT GINGER MONTANA,22,2554.405433646813,2897.5,2402.0,2644.0,2954.0,2257.0,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,79,4428.468531468531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,72,5338.55944055944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,95,5751.367075664622,6549.666666666667,6585.2,7152.5,6572.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,25,1879.4530201342282,1944.7058823529412,2042.611111111111,1963.7058823529412,1918.904761904762,2016.24,1812.5757575757575,1879.5405405405406,1811.7916666666667,1728.142857142857,1676.1818181818182,1650.9807692307693
GA EDISON,82,459.8575757575758,403.57142857142856,426.94117647058823,395.2173913043478,425.8125,397.2105263157895,391.92857142857144,388.3333333333333,413.8,388.0,419.0,NaN
AK SALCHA ALASKA,5,3220.7570694087403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,44,1085.0317820658342,924.7894736842105,967.2142857142857,942.5384615384615,948.2727272727273,982.5,1000.5,1015.6666666666666,965.0,NaN,1051.0,NaN
MT GINGER MONTANA,23,5278.131661442007,4924.5,5149.0,5431.333333333333,5176.5,5896.0,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,26,1181.7332214765102,1096.0588235294117,1185.111111111111,1122.1470588235295,1100.904761904762,1086.68,1006.1515151515151,995.9459459459459,942.875,883.7142857142857,886.7727272727273,869.0961538461538
TN WHITE HOUSE,87,136.8009708737864,112.45,100.9,111.36363636363636,115.5909090909091,124.36842105263158,124.23076923076923,137.66666666666666,129.77777777777777,126.2,NaN,135.0
MI KALKASKA,96,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,55,492.7122002085506,414.0,NaN,496.0,361.0,NaN,457.0,NaN,NaN,NaN,NaN,436.5
CO Nast Lake,50,313.0254582484725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,27,396.10738255033556,262.3529411764706,279.1666666666667,259.6470588235294,281.5238095238095,244.68,243.8181818181818,251.6216216216216,220.08333333333334,214.57142857142858,210.8181818181818,205.69230769230768
NE IMPERIAL,45,2.427469135802469,1.5384615384615385,1.2,1.8571428571428572,1.4285714285714286,2.0,2.0,1.3333333333333333,2.0,NaN,NaN,NaN
AK SALCHA ALASKA,6,970.3727506426735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,24,1382.0271682340647,1344.0,1093.0,1214.3333333333333,1215.0,1339.0,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,56,175.844629822732,8.0,NaN,2.0,14.0,NaN,30.0,NaN,NaN,NaN,NaN,14.5
MI KALKASKA,97,464.7402862985685,490.0,488.4,512.5,510.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,74,1304.8041958041958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,83,405.46060606060604,263.5,291.52941176470586,302.39130434782606,287.6875,346.94736842105266,309.5,345.6666666666667,295.6,304.3333333333333,228.0,NaN
CO Nast Lake,51,4.355322338830585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,28,147.38758389261744,95.3529411764706,119.88888888888889,97.8529411764706,114.9047619047619,85.92,85.96969696969697,80.4054054054054,80.79166666666667,71.03571428571429,73.27272727272727,66.51923076923077
MT GINGER MONTANA,25,1823.5809822361546,1627.0,1738.0,1498.6666666666667,1414.0,1409.0,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,52,336.1955193482688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,98,15.493872549019608,6.428571428571429,5.25,19.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,46,3692.900113507378,3496.8947368421054,4022.0,3957.076923076923,3939.909090909091,4098.75,4078.75,4060.6666666666665,3822.0,NaN,4551.0,NaN
AK SALCHA ALASKA,7,4263.83676092545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,1,3881.753424657534,2871.6315789473683,2803.0,2977.5652173913045,2665.733333333333,2794.9285714285716,2808.6153846153848,2776.153846153846,2743.55,2692.8125,2589.48,2682.6633165829144
NV TUSCARORA,58,124.17440401505647,98.5,NaN,NaN,93.0,NaN,87.0,NaN,NaN,NaN,NaN,202.5
MI KALKASKA,99,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,29,867.9614093959732,748.8823529411765,760.9444444444445,748.1176470588235,762.047619047619,779.76,795.1818181818181,779.5135135135135,775.4166666666666,787.75,796.0454545454545,754.1923076923077
MT GINGER MONTANA,26,1781.6698014629048,1557.0,1320.0,1385.3333333333333,1362.5,1446.0,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,1,1574.4125874125873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,40,9552.424657534246,9183.631578947368,9307.529411764706,9050.652173913044,9236.266666666666,9161.642857142857,8893.615384615385,9205.884615384615,9348.0,9356.3125,9182.2,9130.256281407035
AK SALCHA ALASKA,8,2581.047557840617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,2,7014.2585616438355,7029.1578947368425,7321.411764705882,6793.695652173913,7194.933333333333,6943.785714285715,6963.923076923077,7334.807692307692,7323.9,7529.125,7400.52,7547.522613065326
NE IMPERIAL,47,2.9148936170212765,NaN,-9.0,NaN,NaN,NaN,NaN,-9.0,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,10,4450.265734265734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,54,20.724780701754387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,27,304.1128526645768,223.5,195.0,247.33333333333334,267.0,243.0,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,9,2304.9061696658096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,48,183.97597254004577,220.94444444444446,175.07692307692307,163.91666666666666,158.8,174.5,254.5,229.33333333333334,65.0,NaN,NaN,NaN
CA IMPERIAL,3,1848.9640410958905,1928.2105263157894,2230.5882352941176,1626.0434782608695,2165.133333333333,2002.9285714285713,2474.5384615384614,2387.6923076923076,2084.25,3110.0625,3878.72,4114.140703517588
CA IMPERIAL,41,377.8578767123288,322.05263157894734,433.2352941176471,419.30434782608694,380.4,457.14285714285717,540.4615384615385,345.0,349.85,431.4375,411.92,384.1608040201005
AK Granite Crk,77,47.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,59,10.863505747126437,10.0,NaN,-1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,6.0
AK AURORA,2,2358.3006993006993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,40,6029.550802139038,6092.090909090909,6030.636363636364,6097.142857142857,6092.0,5882.0,6030.75,6232.0,5477.0,5732.0,NaN,NaN
AK AURORA,3,184.93006993006992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,87,50.21212121212121,49.5,42.94117647058823,50.08695652173913,35.0625,32.35294117647059,39.2,30.09090909090909,25.8,42.333333333333336,43.0,NaN
CA IMPERIAL,4,4826.744863013699,4717.105263157895,4861.705882352941,4548.434782608696,4683.2,4701.0,4637.0,4895.807692307692,4872.9,5124.5625,4969.0,5092.989949748744
WA Thunder Basin,80,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,42,1328.8510273972602,1383.157894736842,1386.764705882353,1373.695652173913,1402.2,1353.4285714285713,1358.8461538461538,1377.9615384615386,1406.8,1371.875,1362.84,1335.5527638190954
UT Mammoth-Cottonwood,11,4481.097902097902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,78,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,49,4.435416666666667,8.25,9.555555555555555,7.363636363636363,13.6,11.714285714285714,5.75,10.666666666666666,8.0,NaN,5.0,NaN
MT GINGER MONTANA,28,139.99477533960294,79.5,73.0,63.333333333333336,64.5,65.0,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,55,2190.4643584521386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,41,486.3176470588235,365.09090909090907,305.27272727272725,306.0952380952381,187.66666666666666,69.66666666666667,119.0,182.0,62.0,79.5,NaN,NaN
CO Nast Lake,56,860.6517311608961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,81,339.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,4,2515.7832167832166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,29,1106.062695924765,1257.5,1296.0,1456.6666666666667,1352.0,1371.0,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,42,759.1176470588235,844.0909090909091,821.4545454545455,806.2857142857143,831.3333333333334,881.6666666666666,892.25,863.0,881.0,841.5,NaN,NaN
AK Granite Crk,79,3019.3496503496503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,12,801.0909090909091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,5,5487.029109589041,4096.105263157895,4299.470588235294,3953.4347826086955,3936.266666666667,4027.0,3942.230769230769,4218.192307692308,4228.05,4077.375,4134.88,4038.688442211055
WA Thunder Basin,82,1418.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,5,161.97202797202797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,20,239.02063106796118,244.5,237.5,243.9090909090909,231.27272727272728,243.31578947368422,259.61538461538464,245.46666666666667,224.55555555555554,260.0,NaN,225.0
CA IMPERIAL,6,1098.8835616438357,923.4736842105264,941.5294117647059,865.1739130434783,811.2666666666667,916.7857142857143,771.2307692307693,818.7307692307693,855.85,838.875,852.84,936.3668341708543
UT Mammoth-Cottonwood,13,5423.685314685315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,60,35.62621885157096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,44,1108.0239726027398,1094.578947368421,1175.764705882353,1105.8695652173913,1234.5333333333333,1152.5714285714287,1190.4615384615386,1187.0384615384614,1181.6,1144.8125,1140.28,1072.6030150753768
CA IMPERIAL,45,4.964630225080386,3.75,9.0,5.333333333333333,3.0,3.8333333333333335,8.666666666666666,5.0,1.75,3.0,4.0,4.715909090909091
UT Mammoth-Cottonwood,14,4764.545454545455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,60,107.52447552447552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,30,661.778118609407,711.4444444444445,646.4,718.0,647.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,21,179.28033980582524,167.3,166.1,167.0,173.8181818181818,173.10526315789474,167.3846153846154,169.4,153.77777777777777,164.0,NaN,155.71428571428572
WI HALES CORNERS-WHITNALL PK,51,1.9305263157894736,1.1428571428571428,1.4,0.75,1.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN
CO Nast Lake,58,1163.082484725051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,44,570.7026737967915,520.2727272727273,508.6363636363636,512.9047619047619,501.8333333333333,534.6666666666666,517.0,491.0,612.0,565.0,NaN,NaN
AK AURORA,6,6.111111111111111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,7,5314.554794520548,4320.684210526316,4503.35294117647,3980.304347826087,4127.733333333334,3832.8571428571427,3851.0,4447.884615384615,4531.2,4451.875,4077.44,4246.733668341709
AK AURORA,7,117.2937062937063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,59,186.18533604887983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,8,6831.226027397261,6896.0,6985.35294117647,6773.478260869565,6936.666666666667,6702.142857142857,6662.076923076923,6783.7307692307695,6908.85,6806.8125,6780.92,6672.75879396985
SD HOT SPRINGS,45,1.8535353535353536,NaN,1.0,1.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,31,553.3159509202454,721.8888888888889,413.8,410.5,474.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,51,3.1495098039215685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,52,272.0324607329843,233.72727272727272,235.22222222222223,240.2,243.33333333333334,257.0,209.0,307.0,271.5,350.0,NaN,NaN
TN WHITE HOUSE,22,458.4830097087379,386.1,400.6,366.54545454545456,320.5,348.2105263157895,381.15384615384613,344.1333333333333,332.44444444444446,384.6,NaN,340.57142857142856
CA IMPERIAL,46,3868.722602739726,3886.2105263157896,3974.4117647058824,3648.6521739130435,3820.866666666667,3690.285714285714,3585.4615384615386,3942.3076923076924,4000.35,4010.125,3846.64,4066.4120603015076
NM MOUNTAINAIR,60,47.46578140960163,52.75,43.4,40.285714285714285,64.0,46.0,46.0,34.0,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,52,222.89460154241644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,8,2306.8391608391607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,23,1562.7876213592233,1717.65,1520.8333333333333,1497.2121212121212,1448.8636363636363,1478.4736842105262,1558.3076923076924,1424.4666666666667,1477.2222222222222,1871.8,NaN,1637.4285714285713
SD HOT SPRINGS,46,2649.0192513368984,2840.181818181818,2902.2727272727275,2939.1428571428573,2972.0,3262.0,3065.5,2953.0,3017.0,3223.5,NaN,NaN
WA Thunder Basin,85,124.698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,47,-13.022727272727273,55.0,-47.666666666666664,-8.666666666666666,NaN,NaN,NaN,8.0,19.0,NaN,9.0,18.352941176470587
CA IMPERIAL,9,6260.765410958904,7101.1578947368425,8122.941176470588,6880.04347826087,7278.333333333333,7744.0,7958.615384615385,7653.346153846154,7719.05,8280.5625,7723.0,7706.457286432161
UT Mammoth-Cottonwood,16,3343.027972027972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,32,1018.3282208588957,878.3333333333334,885.6,836.5,835.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,33,1168.3425357873211,1351.4444444444443,952.0,903.0,856.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,60,15.907407407407407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,9,21.08450704225352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,10,2951.8391608391607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,90,9923.901006711409,9299.411764705883,9390.333333333334,9292.970588235294,9354.761904761905,9078.44,8976.727272727272,9331.594594594595,9084.166666666666,9143.142857142857,9124.181818181818,9213.442307692309
CA IMPERIAL,48,270.2573402417962,222.10526315789474,271.375,232.91304347826087,221.0,286.9230769230769,300.9230769230769,306.15384615384613,286.75,269.73333333333335,283.2916666666667,212.15463917525773
WI HALES CORNERS-WHITNALL PK,54,13.050167224080267,14.7,19.0,18.2,27.333333333333332,4.333333333333333,4.5,6.0,2.0,6.0,NaN,NaN
SD HOT SPRINGS,47,3.1478260869565218,2.0,NaN,NaN,21.0,21.0,NaN,NaN,NaN,21.0,NaN,NaN
UT Mammoth-Cottonwood,17,3873.8811188811187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,24,388.5400485436893,506.9,448.56666666666666,410.5151515151515,392.77272727272725,417.3157894736842,403.6923076923077,372.2,489.44444444444446,325.2,NaN,301.42857142857144
AK SALCHA ALASKA,54,26.141304347826086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,40,2461.5384615384614,2266.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,91,8072.7802013422815,7603.529411764706,7605.444444444444,7594.794117647059,7651.523809523809,7330.16,7277.606060606061,7692.459459459459,7536.041666666667,7410.321428571428,7522.818181818182,7510.826923076923
CA IMPERIAL,49,1775.61301369863,1785.0526315789473,1712.2941176470588,1701.9565217391305,1757.6,1695.7857142857142,1579.3846153846155,1672.4615384615386,1808.95,1722.125,1828.52,1887.2562814070352
MI KALKASKA,34,2720.4130879345603,2701.3333333333335,2681.4,2851.0,2710.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,25,617.6662621359224,605.5,556.0333333333333,545.3636363636364,534.5,574.9473684210526,546.6153846153846,553.0666666666667,549.1111111111111,650.8,NaN,586.1428571428571
WA Thunder Basin,87,2097.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,20,5.578778135048232,6.0,7.823529411764706,8.521739130434783,10.5,16.05263157894737,13.785714285714286,11.166666666666666,13.2,12.333333333333334,10.5,NaN
WI HALES CORNERS-WHITNALL PK,55,1670.6858638743456,1353.8181818181818,1436.2222222222222,1427.4,1401.0,1344.0,1457.0,1366.0,1428.5,1479.0,NaN,NaN
SD HOT SPRINGS,48,-3.2666666666666666,-7.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,11,2660.5944055944055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,18,1673.295081967213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,19,234.05594405594405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,55,1525.840616966581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,49,1609.1315508021391,1758.5454545454545,1512.8181818181818,1761.2380952380952,1702.0833333333333,1720.3333333333333,1791.75,1825.0,1687.0,1665.5,NaN,NaN
TN WHITE HOUSE,26,429.5885922330097,315.15,304.7,291.4848484848485,291.8181818181818,289.3157894736842,312.0769230769231,302.93333333333334,272.6666666666667,284.0,NaN,282.2857142857143
AK Granite Crk,12,1018.5034965034965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,35,383.7914110429448,373.1111111111111,382.8,319.5,305.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,21,29.166666666666668,28.285714285714285,24.235294117647058,27.52173913043478,23.3125,26.36842105263158,25.071428571428573,29.25,22.0,36.0,30.0,NaN
LA ROBSON,92,16645.877516778524,15587.941176470587,15799.166666666666,15779.970588235294,15653.285714285714,15363.52,15105.09090909091,15565.081081081082,15177.0,15231.42857142857,15205.59090909091,15269.153846153846
WI HALES CORNERS-WHITNALL PK,56,552.8879581151832,175.0,207.11111111111111,239.2,185.0,229.5,190.0,163.0,398.0,160.0,NaN,NaN
MI KALKASKA,36,294.5163599182004,332.55555555555554,449.8,491.0,344.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,90,13816.776384535005,12876.0,13365.0,12598.0,12399.0,12058.0,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,13,3607.7412587412587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,93,5270.817114093959,5394.058823529412,5472.0,5474.14705882353,5223.380952380952,5488.04,5239.484848484848,5553.189189189189,5332.916666666667,5288.428571428572,5248.454545454545,5318.134615384615
TN WHITE HOUSE,27,73.86407766990291,63.4,57.8,58.78787878787879,47.95454545454545,52.8421052631579,54.61538461538461,56.53333333333333,70.0,47.0,NaN,57.0
GA EDISON,22,4.00763358778626,4.142857142857143,2.3333333333333335,3.8333333333333335,4.166666666666667,4.583333333333333,4.7,6.2,5.0,7.0,2.0,NaN
AK SALCHA ALASKA,56,96.72678331090175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,67,947.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,60,16.90223792697291,16.31578947368421,18.181818181818183,17.894736842105264,18.214285714285715,19.533333333333335,17.2,16.272727272727273,18.6,17.181818181818183,19.88888888888889,20.0
ID EAGLE IDAHO,42,25.772727272727273,22.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,28,25.360436893203882,15.7,14.9,13.666666666666666,13.772727272727273,13.736842105263158,12.923076923076923,12.733333333333333,12.0,12.4,NaN,12.714285714285714
AK Granite Crk,14,1538.3216783216783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,91,9560.671891327063,7993.5,8714.0,8535.333333333334,8310.5,8748.0,NaN,NaN,NaN,NaN,NaN,NaN
